name,Phone,address_new,latitude,longitude,url,RV,Tent,Cabins,Farm
Thermal City Gold Mine-Cmpgrnd,(828) 286-3016,5240 US 221 Hwy N Union Mills NC 28167,35.52245243,-81.97389347,http://www.thermalcitygoldmine.com/camping-info/,1,1,1,
Twin Rivers Campground,(336) 982-3456,1863 Garvey Bridge Rd Crumpler NC 28617,36.54219644,-81.35164065,http://www.twinriversfamilycampground.com,1,1,,
Waterway Campground,(910) 754-8652,4641 Devane Rd SW South Brunswick NC 28470,33.90575545,-78.39218216,https://www.facebook.com/WaterwayFamilyCampground/,1,1,,
Winngray Family Campground,(828) 926-3170,26 Winngray Ln Waynesville NC 28785,35.55770254,-83.02275842,https://winngraycampground.com,1,1,,
Big Mike's Creekside RV Resort,(828) 897-1289,400 Wyatt Dr Newland NC 28657,36.08010354,-81.92434133,https://www.bigmikescreeksiderv.com,1,1,1,
Cross Creek RV Park,(828) 926-1183,1354 Moody Farm Rd Maggie Valley NC 28751,35.51737084,-83.06325799,http://xcreekrv.com,1,,,
OBX Campground,(252) 564-4741,126 Marshy Ridge Rd Kill Devil Hills NC 27948,36.01205726,-75.69228568,https://www.obxcampground.com,1,1,,
Rivers Edge Mountain RV Resort,(828) 361-4517,1750 Hilltop Rd Murphy NC 28906,35.03788865,-84.11768974,https://riversedgemountainrvresort.com,1,,,
Waldo's Beach Recreation Area,(910) 423-8701,6742 Waldos Beach Rd Fayetteville NC 28306,34.95752428,-79.02140417,https://waldosbeach.com,1,,,
Daniel Boone Family Campground,(828) 433-1200,7360 Nc 181 Morganton NC 28655,35.74667846,-81.68970214,https://www.danielboonervresort.com,1,,,
Nelson's Nantahala Hideaway,(828) 321-4407,"57 Nelsons Campground Rd Topton, NC",35.2447719,-83.703608,https://www.nantahalahideaway.com,,1,1,
Asheville River Cabins,(828) 684-9147,318 Wanderlust Rdg Arden NC 28704,35.491305,-82.571533,https://www.ashevillerivercabins.com/?gad_source=1&gbraid=0AAAAA-xXdp_ouo-H4CBA941VGgZGzXMnC&gclid=Cj0KCQjw-e6-BhDmARIsAOxxlxUEd9t8MTEtzRJ0OGc_4w2yXId3T9OiUo-gnM5zYClpqZSy7ZvWFVkaAqCDEALw_wcB,,,1,
Moonshine Creek Campground,(828) 586-6666,2486 Dark Ridge Rd Sylva NC 28779,35.4184595,-83.0985334,https://moonshinecreek.com,1,1,1,
